NGC7563, 0.01434, 0.013923, 0
NGC7562, 0.01202, 0.012035, 0
NGC7591, 0.01634, 0.016531, 0
UGC12494, 0.01622, 0.013996, 1
IC5309, 0.01381, 0.014003, 0
NGC7608, 0.01158, 0.011701, 0
NGC7611, 0.01083, 0.010848, 0
UGC12519, 0.01471, 0.014603, 0
UGC12518, 0.01287, 0.009296, 1
NGC7619, 0.01275, 0.012549, 0
NGC7623, 0.01222, 0.012472, 0
NGC7625, 0.00557, 0.005447, 0
NGC7631, 0.01245, 0.012522, 0
NGC7653, 0.01417, 0.014227, 0
NGC7671, 0.01294, 0.01377, 0
NGC7683, 0.01227, 0.012429, 0
UGC12633, 0.01416, 0.014053, 0
NGC7684, 0.01726, 0.017114, 0
NGC7691, 0.01354, 0.013479, 0
UGC12653, 0.01346, 0.013459, 0
UGC12688, 0.01756, 0.017442, 0
NGC7711, 0.01342, 0.013533, 0
NGC7716, 0.00861, 0.008604, 0
NGC7722, 0.01328, 0.013429, 0
UGC12723, 0.01849, 0.018226, 0
NGC7738, 0.02235, 0.022556, 0
UGC12810, 0.02715, 0.027062, 0
UGC12816, 0.01773, 0.017769, 0
NGC7782, 0.01778, 0.017942, 0
NGC7783NED01, 0.02607, 0.026508, 0
NGC7787, 0.02202, 0.022228, 0
UGC12857, 0.00827, 0.008263, 0
UGC12864, 0.0157, 0.015621, 0
MCG-01-01-012, 0.01897, 0.019223, 0
NGC7800, 0.00638, 0.005851, 0
NGC0014, 0.00397, 0.002885, 0
MCG-02-06-016, 0.00598, 0.005363, 0
IC0225, 0.00525, 0.00512, 0
UGC04455, 0.03102, 0.030908, 0
Mrk1418, 0.00479, 0.002578, 1
UGC05187, 0.00491, 0.004887, 0
UGC05326, 0.00468, 0.004727, 0
UGC05377, 0.0071, 0.007156, 0
NGC3353, 0.004, 0.003149, 0
IC2604, 0.00558, 0.005447, 0
UGC05976, 0.00398, 0.004036, 0
UGC06035, 0.0258, 0.003576, 1
NGC3600, 0.00455, 0.002398, 1
UGC06320, 0.00925, 0.003753, 1
NGC3655, 0.0052, 0.004913, 0
MCG+10-17-007, 0.00464, 0.004867, 0
NGC3773, 0.00503, 0.003276, 0
NGC3795A, 0.00395, 0.003849, 0
NGC3913, 0.00396, 0.003182, 0
UGC6930, 0.00398, 0.002592, 0
NGC3990, 0.00524, 0.002322, 1
UGC07129, 0.00397, 0.003075, 0
IC3065, 0.00399, 0.003313, 0
IC3586, 0.00569, 0.00516, 0
IC3652, 0.00188, 0.002099, 0
NGC4630, 0.00817, 0.002458, 1
MCG-01-33-007, 0.00432, 0.004613, 0
UGC8688, 0.00472, 0.004533, 0
UGC8909, 0.00535, 0.005569, 0
UGC9562, 0.00486, 0.00431, 0
UGC9663, 0.00904, 0.008072, 0
UGC00312NED01, 0.01475, -99, 0
NGC0495, 0.01352, 0.013723, 0
CGCG536-030, 0.01989, 0.019724, 0
NGC0675, 0.01748, 0.017796, 0
IC0208, 0.01151, 0.011755, 0
NGC0835, 0.01343, 0.013586, 0
MCG+02-35-020, 0.02468, 0.024605, 0
NGC5481, 0.0067, 0.006635, 0
CGCG163-062, 0.01464, 0.014547, 0
NGC5794, 0.01392, 0.013913, 0
IC1078, 0.02869, 0.028666, 0
UGC09708, 0.02815, 0.028136, 0
NGC5929, 0.00826, 0.008312, 0
NGC5935, 0.01799, 0.017922, 0
NGC5954, 0.00651, 0.006535, 0
NGC6150B, 0.03176, 0.031809, 0
VIIZw700, 0.03182, -99, 0
NGC6977, 0.02036, 0.020655, 0
UGC11680NED02, 0.02646, 0.02634, 0
NGC7559B, 0.0151, 0.015334, 0
NGC0507, 0.01638, 0.016458, 0
NGC0508, 0.01829, 0.018433, 0
NGC0515, 0.01704, 0.017002, 0
ARP118, 0.02775, 0.02882, 0
NGC6023, 0.03718, 0.037046, 0
NGC6090, 0.03015, 0.029304, 0
UGC12494NOTES01, 0.01404, 0.014043, 0
NGC4676B, 0.02159, 0.022039, 0
MCG-02-02-086, 0.05565, 0.055672, 0
IC1602, 0.05461, 0.054558, 0
NGC0548, 0.01783, 0.018026, 0
NGC0647, 0.0421, 0.042499, 0
SDSSJ015424, 0.02053, -99, 0
UGC03960, 0.00746, 0.007522, 0
MCG+03-20-011, 0.05259, 0.052756, 0
MCG+07-17-002, 0.07413, 0.07428, 0
NGC2484, 0.04062, 0.042836, 0
UGC04241, 0.02548, 0.00412, 1
IC2378, 0.05022, 0.050298, 0
IC2402, 0.06736, 0.067373, 0
NGC2691, 0.01336, 0.013279, 0
UGC04730, 0.01166, 0.011088, 0
2MASXJ09065870+2047103, 0.08015, 0.080332, 0
NGC2780, 0.00675, 0.006601, 0
NGC3220, 0.00398, 0.003903, 0
MCG+09-18-064, 0.07119, 0.071199, 0
UGC06517, 0.00842, 0.008309, 0
CGCG242-073, 0.0536, 0.053751, 0
NGC3896, 0.00396, 0.003069, 0
IC3631, 0.00948, 0.009413, 0
NGC5145, 0.00409, 0.004086, 0
NGC5358, 0.00814, 0.008046, 0
UGC09056, 0.00712, 0.006804, 0
UGC09356, 0.00756, 0.007419, 0
UGC09868, 0.073, 0.073104, 0
NGC5950, 0.00867, 0.008663, 0
UGC10117, 0.0178, 0.017929, 0
CGCG251-041, 0.01761, 0.017674, 0
UGC10803, 0.00427, 0.004186, 0
MCG-01-52-012, 0.01282, 0.012822, 0
CGCG429-012, 0.01751, 0.017526, 0
UGC9837, 0.0089, 0.008863, 0
UGC12250, 0.02405, 0.024197, 0
NGC5947, 0.01977, 0.01965, 0
NGC1590, 0.01304, 0.012999, 0
UGC03552, 0.01598, 0.016228, 0
NGC2526, 0.01525, 0.015354, 0
IC2481, 0.01769, 0.017752, 0
UGC5392, 0.02055, 0.020711, 0
MCG+08-19-17, 0.02968, 0.029963, 0
NGC3323, 0.01728, 0.017225, 0
IC701, 0.0203, 0.020488, 0
PGC0213858, 0.01921, -99, 0
PGC0035860, 0.02121, -99, 0
NGC4384, 0.0084, 0.008382, 0
IC3918, 0.0223, 0.021778, 0
MCG+09-22-53, 0.0118, 0.011758, 0
NGC6373, 0.01125, 0.011074, 0
NGC0426, 0.01743, 0.017343, 0
NGC0472, 0.01766, 0.017719, 0
NGC1270, 0.01632, 0.016561, 0
NGC1271, 0.01989, 0.019183, 0
NGC1281, 0.0141, 0.014343, 0
NGC2767, 0.01646, 0.016411, 0
PGC11179, 0.02247, 0.022886, 0
PGC32873, 0.02506, 0.024921, 0
